Name reduce-output-bytes shuffle-finish reduce-finish
task_200904102259_0008_r_001816 370857200 36 46
task_200904102259_0008_r_001817 370344100 34 44
task_200904102259_0008_r_001818 370415100 36 45
task_200904102259_0008_r_001819 370154800 34 43
task_200904102259_0008_r_001820 370275500 35 44
task_200904102259_0008_r_001821 370280300 38 46
task_200904102259_0008_r_001822 370594800 35 43
task_200904102259_0008_r_001823 370583300 35 44
task_200904102259_0008_r_001824 370369300 36 46
task_200904102259_0008_r_001825 370331700 36 50
task_200904102259_0008_r_001826 370587100 37 46
task_200904102259_0008_r_001827 370484300 36 44
task_200904102259_0008_r_001828 370589600 35 44
task_200904102259_0008_r_001829 370405400 34 43
task_200904102259_0008_r_001830 370279200 35 43
task_200904102259_0008_r_001831 370376400 36 44
task_200904102259_0008_r_001832 370596300 36 45
task_200904102259_0008_r_001833 370481900 34 43
task_200904102259_0008_r_001834 370558500 36 44
task_200904102259_0008_r_001835 370342200 35 43
task_200904102259_0008_r_001836 369947000 35 47
task_200904102259_0008_r_001837 370511100 39 50
task_200904102259_0008_r_001838 370582300 35 45
task_200904102259_0008_r_001839 370670500 35 46
task_200904102259_0008_r_001840 370170500 35 43
task_200904102259_0008_r_001841 370317200 35 43
task_200904102259_0008_r_001842 370245700 35 44
task_200904102259_0008_r_001843 370011800 34 42
task_200904102259_0008_r_001844 370565600 35 48
task_200904102259_0008_r_001845 370448600 36 44
task_200904102259_0008_r_001846 370337000 36 45
task_200904102259_0008_r_001847 370238100 34 43
task_200904102259_0008_r_001848 370200200 36 46
task_200904102259_0008_r_001849 370677800 36 45
task_200904102259_0008_r_001850 370527900 36 45
task_200904102259_0008_r_001851 370209700 35 44
task_200904102259_0008_r_001852 370171700 35 43
task_200904102259_0008_r_001853 369986900 34 44
task_200904102259_0008_r_001854 370291400 35 45
task_200904102259_0008_r_001855 370493400 34 44
task_200904102259_0008_r_001856 370265700 36 46
task_200904102259_0008_r_001857 370704300 35 44
task_200904102259_0008_r_001858 370294300 36 46
task_200904102259_0008_r_001859 370123800 36 45
task_200904102259_0008_r_001860 370500300 38 47
task_200904102259_0008_r_001861 370463600 36 44
task_200904102259_0008_r_001862 370280200 35 43
task_200904102259_0008_r_001863 370220500 35 44
task_200904102259_0008_r_001864 370464300 35 44
task_200904102259_0008_r_001865 370601000 35 43
task_200904102259_0008_r_001866 370260900 36 44
task_200904102259_0008_r_001867 370789700 36 44
task_200904102259_0008_r_001868 371027700 35 45
task_200904102259_0008_r_001869 370675000 36 46
task_200904102259_0008_r_001870 370476900 36 46
task_200904102259_0008_r_001871 370437200 36 45
task_200904102259_0008_r_001872 370144200 34 44
task_200904102259_0008_r_001873 370199500 37 51
task_200904102259_0008_r_001874 370721200 35 44
task_200904102259_0008_r_001875 370498600 35 44
task_200904102259_0008_r_001876 370381000 35 46
task_200904102259_0008_r_001877 370107300 35 46
task_200904102259_0008_r_001878 370525800 35 46
task_200904102259_0008_r_001879 370412400 34 42
task_200904102259_0008_r_001880 370509700 35 46
task_200904102259_0008_r_001881 370242400 35 46
task_200904102259_0008_r_001882 370081000 34 44
task_200904102259_0008_r_001883 370579100 35 43
task_200904102259_0008_r_001884 370518000 35 45
task_200904102259_0008_r_001885 370204300 35 43
task_200904102259_0008_r_001886 370621800 35 44
task_200904102259_0008_r_001887 370274300 35 45
task_200904102259_0008_r_001888 370451600 39 47
task_200904102259_0008_r_001889 370260800 35 44
task_200904102259_0008_r_001890 370097200 36 45
task_200904102259_0008_r_001891 370111800 36 46
task_200904102259_0008_r_001892 370215900 36 44
task_200904102259_0008_r_001893 370545000 35 43
task_200904102259_0008_r_001894 370315400 35 43
task_200904102259_0008_r_001895 370322800 35 44
task_200904102259_0008_r_001896 370713300 35 44
task_200904102259_0008_r_001897 370422200 35 45
task_200904102259_0008_r_001898 370295500 35 44
task_200904102259_0008_r_001899 370232600 34 44
task_200904102259_0008_r_001900 370578000 35 44
task_200904102259_0008_r_001901 370487900 35 45
task_200904102259_0008_r_001902 370444000 34 44
task_200904102259_0008_r_001903 370284500 39 48
task_200904102259_0008_r_001904 370667500 39 47
task_200904102259_0008_r_001905 370293500 35 44
task_200904102259_0008_r_001906 369956700 34 42
task_200904102259_0008_r_001907 370399000 36 45
task_200904102259_0008_r_001908 370354500 34 43
task_200904102259_0008_r_001909 370163400 35 45
task_200904102259_0008_r_001910 370376000 36 45
task_200904102259_0008_r_001911 370337600 35 47
task_200904102259_0008_r_001912 370593600 36 46
task_200904102259_0008_r_001913 370762600 35 44
task_200904102259_0008_r_001914 370657800 35 45
task_200904102259_0008_r_001915 370373100 35 46
task_200904102259_0008_r_001916 370351300 36 45
task_200904102259_0008_r_001917 370322000 35 45
task_200904102259_0008_r_001918 370140100 35 45
task_200904102259_0008_r_001919 370165600 36 45
task_200904102259_0008_r_001920 370361900 35 44
task_200904102259_0008_r_001921 370380800 34 43
task_200904102259_0008_r_001922 370394400 35 43
task_200904102259_0008_r_001923 370251300 36 46
task_200904102259_0008_r_001924 370031300 39 48
task_200904102259_0008_r_001925 370320700 35 45
task_200904102259_0008_r_001926 370473100 36 45
task_200904102259_0008_r_001927 370275600 36 45
task_200904102259_0008_r_001928 370643800 36 44
task_200904102259_0008_r_001929 370473000 34 43
task_200904102259_0008_r_001930 370623800 36 45
task_200904102259_0008_r_001931 369971600 34 43
task_200904102259_0008_r_001932 370614800 35 45
task_200904102259_0008_r_001933 370126800 35 44
task_200904102259_0008_r_001934 370452800 35 46
task_200904102259_0008_r_001935 370367200 34 43
task_200904102259_0008_r_001936 370459200 35 45
task_200904102259_0008_r_001937 370181900 35 45
task_200904102259_0008_r_001938 370192300 35 45
task_200904102259_0008_r_001939 370389000 34 43
task_200904102259_0008_r_001940 370975800 36 45
task_200904102259_0008_r_001941 369919000 35 43
task_200904102259_0008_r_001942 370615800 35 45
task_200904102259_0008_r_001943 370506000 35 45
task_200904102259_0008_r_001944 370191100 35 44
task_200904102259_0008_r_001945 370327800 36 44
task_200904102259_0008_r_001946 370390700 34 43
task_200904102259_0008_r_001947 370814500 35 45
task_200904102259_0008_r_001948 370455900 35 46
task_200904102259_0008_r_001949 370094100 35 43
task_200904102259_0008_r_001950 370398800 35 45
task_200904102259_0008_r_001951 370277100 35 45
task_200904102259_0008_r_001952 370478500 36 45
task_200904102259_0008_r_001953 370482400 36 45
task_200904102259_0008_r_001954 370474800 35 43
task_200904102259_0008_r_001955 370522400 36 48
task_200904102259_0008_r_001956 370270200 35 44
task_200904102259_0008_r_001957 370286600 34 44
task_200904102259_0008_r_001958 370498200 36 46
task_200904102259_0008_r_001959 370427500 35 45
task_200904102259_0008_r_001960 370439700 36 44
task_200904102259_0008_r_001961 370149000 35 44
task_200904102259_0008_r_001962 370367300 34 44
task_200904102259_0008_r_001963 370534700 35 44
task_200904102259_0008_r_001964 370680200 35 45
task_200904102259_0008_r_001965 370141300 36 46
task_200904102259_0008_r_001966 370564200 35 45
task_200904102259_0008_r_001967 370276400 35 44
task_200904102259_0008_r_001968 370474000 36 46
task_200904102259_0008_r_001969 370550300 35 46
task_200904102259_0008_r_001970 370198300 36 44
task_200904102259_0008_r_001971 370537500 35 46
task_200904102259_0008_r_001972 370394700 36 45
task_200904102259_0008_r_001973 370481500 36 44
task_200904102259_0008_r_001974 370456000 35 44
task_200904102259_0008_r_001975 370493200 40 48
task_200904102259_0008_r_001976 370356400 37 46
task_200904102259_0008_r_001977 370354900 36 44
task_200904102259_0008_r_001978 370382900 36 44
task_200904102259_0008_r_001979 370073800 35 44
task_200904102259_0008_r_001980 370509800 36 46
task_200904102259_0008_r_001981 370074000 36 45
task_200904102259_0008_r_001982 370494200 39 48
task_200904102259_0008_r_001983 370371400 36 46
task_200904102259_0008_r_001984 370078300 34 43
task_200904102259_0008_r_001985 370447800 35 44
task_200904102259_0008_r_001986 370340800 36 44
task_200904102259_0008_r_001987 370171500 36 46
task_200904102259_0008_r_001988 370530200 35 44
task_200904102259_0008_r_001989 370450000 36 44
task_200904102259_0008_r_001990 370361100 39 47
task_200904102259_0008_r_001991 370663500 35 44
task_200904102259_0008_r_001992 370086800 35 43
task_200904102259_0008_r_001993 370696700 35 45
task_200904102259_0008_r_001994 370435100 35 45
task_200904102259_0008_r_001995 370015200 34 42
task_200904102259_0008_r_001996 370022600 36 45
task_200904102259_0008_r_001997 370389100 35 43
task_200904102259_0008_r_001998 370014500 36 45
task_200904102259_0008_r_001999 370504200 35 45
task_200904102259_0008_r_002000 370418000 36 46
task_200904102259_0008_r_002001 370437400 35 44
task_200904102259_0008_r_002002 370136900 36 45
task_200904102259_0008_r_002003 370440200 36 45
task_200904102259_0008_r_002004 370490900 39 47
task_200904102259_0008_r_002005 370448100 35 44
task_200904102259_0008_r_002006 369953800 34 44
task_200904102259_0008_r_002007 370392600 35 44
task_200904102259_0008_r_002008 370059700 36 45
task_200904102259_0008_r_002009 370359800 36 45
task_200904102259_0008_r_002010 370208800 36 45
task_200904102259_0008_r_002011 370376600 35 45
task_200904102259_0008_r_002012 370269800 35 44
task_200904102259_0008_r_002013 370465600 41 50
task_200904102259_0008_r_002014 370103300 35 42
task_200904102259_0008_r_002015 370387300 35 43
task_200904102259_0008_r_002016 370205800 36 45
task_200904102259_0008_r_002017 370512500 35 43
task_200904102259_0008_r_002018 370246100 36 45
task_200904102259_0008_r_002019 370582200 35 44
task_200904102259_0008_r_002020 370352400 36 46
task_200904102259_0008_r_002021 370558800 35 46
task_200904102259_0008_r_002022 370291800 35 43
task_200904102259_0008_r_002023 370717400 35 43
task_200904102259_0008_r_002024 370605500 35 44
task_200904102259_0008_r_002025 370397700 35 43
task_200904102259_0008_r_002026 370014300 35 44
task_200904102259_0008_r_002027 370089000 36 45
task_200904102259_0008_r_002028 370474100 35 45
task_200904102259_0008_r_002029 369969700 36 44
task_200904102259_0008_r_002030 370089900 35 44
task_200904102259_0008_r_002031 370254200 36 44
task_200904102259_0008_r_002032 370202700 36 46
task_200904102259_0008_r_002033 370271600 39 47
task_200904102259_0008_r_002034 370221200 35 45
task_200904102259_0008_r_002035 370262700 36 45
task_200904102259_0008_r_002036 370604700 35 47
task_200904102259_0008_r_002037 370365800 34 43
task_200904102259_0008_r_002038 370246300 35 47
task_200904102259_0008_r_002039 370428000 39 47
task_200904102259_0008_r_002040 370845900 36 46
task_200904102259_0008_r_002041 370039600 35 44
task_200904102259_0008_r_002042 370357900 35 43
task_200904102259_0008_r_002043 370201200 36 45
task_200904102259_0008_r_002044 370669200 35 45
task_200904102259_0008_r_002045 370510100 36 46
task_200904102259_0008_r_002046 370680100 36 44
task_200904102259_0008_r_002047 370207800 35 43
task_200904102259_0008_r_002048 370080900 36 45
task_200904102259_0008_r_002049 370513000 36 44
task_200904102259_0008_r_002050 369869900 35 44
task_200904102259_0008_r_002051 370409900 35 44
task_200904102259_0008_r_002052 370324400 36 45
task_200904102259_0008_r_002053 370510000 35 43
task_200904102259_0008_r_002054 370360600 36 44
task_200904102259_0008_r_002055 370529400 36 46
task_200904102259_0008_r_002056 370339300 35 45
task_200904102259_0008_r_002057 370387200 36 54
task_200904102259_0008_r_002058 370595300 35 46
task_200904102259_0008_r_002059 370429400 36 46
task_200904102259_0008_r_002060 370264300 36 46
task_200904102259_0008_r_002061 370586400 36 46
task_200904102259_0008_r_002062 370173700 35 44
task_200904102259_0008_r_002063 370290800 36 46
task_200904102259_0008_r_002064 370080300 35 44
task_200904102259_0008_r_002065 370529400 35 44
task_200904102259_0008_r_002066 370565200 35 43
task_200904102259_0008_r_002067 370131500 35 46
task_200904102259_0008_r_002068 370565500 35 44
task_200904102259_0008_r_002069 370760800 35 44
task_200904102259_0008_r_002070 370739900 35 45
task_200904102259_0008_r_002071 369928000 35 45
task_200904102259_0008_r_002072 370761600 35 44
task_200904102259_0008_r_002073 370147200 35 44
task_200904102259_0008_r_002074 370219100 36 45
task_200904102259_0008_r_002075 370482500 35 43
task_200904102259_0008_r_002076 370018900 34 44
task_200904102259_0008_r_002077 370441700 35 44
task_200904102259_0008_r_002078 370535400 35 45
task_200904102259_0008_r_002079 370082400 36 47
task_200904102259_0008_r_002080 370168700 39 48
task_200904102259_0008_r_002081 370165800 36 45
task_200904102259_0008_r_002082 370375900 35 44
task_200904102259_0008_r_002083 370272800 35 43
task_200904102259_0008_r_002084 370675400 41 50
task_200904102259_0008_r_002085 370251500 35 45
task_200904102259_0008_r_002086 370599000 34 42
task_200904102259_0008_r_002087 370055400 36 45
task_200904102259_0008_r_002088 370320500 35 43
task_200904102259_0008_r_002089 370436700 35 43
task_200904102259_0008_r_002090 370187900 39 47
task_200904102259_0008_r_002091 370523400 35 43
task_200904102259_0008_r_002092 370583900 35 44
task_200904102259_0008_r_002093 370160300 35 48
task_200904102259_0008_r_002094 370441500 36 45
task_200904102259_0008_r_002095 370163300 36 46
task_200904102259_0008_r_002096 370688800 36 45
task_200904102259_0008_r_002097 370370900 36 44
task_200904102259_0008_r_002098 370468400 35 44
task_200904102259_0008_r_002099 370213900 36 44
task_200904102259_0008_r_002100 370494700 36 45
task_200904102259_0008_r_002101 370365200 36 45
task_200904102259_0008_r_002102 370525800 39 47
task_200904102259_0008_r_002103 370397600 35 43
task_200904102259_0008_r_002104 370210500 34 43
task_200904102259_0008_r_002105 370449800 35 45
task_200904102259_0008_r_002106 370561900 36 46
task_200904102259_0008_r_002107 369893300 35 45
task_200904102259_0008_r_002108 370259900 35 45
task_200904102259_0008_r_002109 370437700 35 44
task_200904102259_0008_r_002110 370131200 39 47
task_200904102259_0008_r_002111 370586500 35 43
task_200904102259_0008_r_002112 370118400 35 43
task_200904102259_0008_r_002113 370537800 35 45
task_200904102259_0008_r_002114 370363000 36 44
task_200904102259_0008_r_002115 370233600 36 46
task_200904102259_0008_r_002116 370815000 35 44
task_200904102259_0008_r_002117 370286500 35 44
task_200904102259_0008_r_002118 370257900 36 45
task_200904102259_0008_r_002119 370468400 35 43
task_200904102259_0008_r_002120 370392900 36 45
task_200904102259_0008_r_002121 370213400 36 45
task_200904102259_0008_r_002122 370167200 36 46
task_200904102259_0008_r_002123 370156800 36 45
task_200904102259_0008_r_002124 370139900 35 43
task_200904102259_0008_r_002125 370353800 36 45
task_200904102259_0008_r_002126 370712300 35 44
task_200904102259_0008_r_002127 370402900 36 46
task_200904102259_0008_r_002128 370442800 36 45
task_200904102259_0008_r_002129 370073200 35 45
task_200904102259_0008_r_002130 370521500 35 45
task_200904102259_0008_r_002131 370155100 35 45
task_200904102259_0008_r_002132 370308900 36 44
task_200904102259_0008_r_002133 370538700 34 44
task_200904102259_0008_r_002134 370116700 35 46
task_200904102259_0008_r_002135 370557200 35 44
task_200904102259_0008_r_002136 370146700 35 44
task_200904102259_0008_r_002137 370279600 36 45
task_200904102259_0008_r_002138 369964600 36 45
task_200904102259_0008_r_002139 370428100 36 45
task_200904102259_0008_r_002140 370579800 34 43
task_200904102259_0008_r_002141 370485300 35 44
task_200904102259_0008_r_002142 370314600 35 45
task_200904102259_0008_r_002143 370485200 34 45
task_200904102259_0008_r_002144 370585700 36 45
task_200904102259_0008_r_002145 370408800 36 45
task_200904102259_0008_r_002146 370522900 35 44
task_200904102259_0008_r_002147 370324000 36 45
task_200904102259_0008_r_002148 370209000 35 43
task_200904102259_0008_r_002149 370460000 36 44
task_200904102259_0008_r_002150 370495700 35 44
task_200904102259_0008_r_002151 370194100 35 44
task_200904102259_0008_r_002152 369992200 36 45
task_200904102259_0008_r_002153 370476600 36 50
task_200904102259_0008_r_002154 370485300 35 45
task_200904102259_0008_r_002155 370343900 36 45
task_200904102259_0008_r_002156 370734000 34 43
task_200904102259_0008_r_002157 370277200 36 45
task_200904102259_0008_r_002158 370332000 36 45
task_200904102259_0008_r_002159 370206200 36 44
task_200904102259_0008_r_002160 370798900 34 45
task_200904102259_0008_r_002161 370770400 35 45
task_200904102259_0008_r_002162 370243000 35 45
task_200904102259_0008_r_002163 370227700 35 45
task_200904102259_0008_r_002164 370470300 36 45
task_200904102259_0008_r_002165 370745200 35 43
task_200904102259_0008_r_002166 370214300 35 47
task_200904102259_0008_r_002167 370393100 36 44
task_200904102259_0008_r_002168 370603000 35 45
task_200904102259_0008_r_002169 370499400 35 44
task_200904102259_0008_r_002170 370315600 35 43
task_200904102259_0008_r_002171 370376300 35 43
task_200904102259_0008_r_002172 370246900 36 45
task_200904102259_0008_r_002173 370408300 34 43
task_200904102259_0008_r_002174 370172200 35 44
task_200904102259_0008_r_002175 370252000 36 45
task_200904102259_0008_r_002176 370091400 35 44
task_200904102259_0008_r_002177 370262100 35 46
task_200904102259_0008_r_002178 370562300 35 44
task_200904102259_0008_r_002179 370555300 35 44
task_200904102259_0008_r_002180 370540800 34 43
task_200904102259_0008_r_002181 370685100 39 47
task_200904102259_0008_r_002182 370494200 36 46
task_200904102259_0008_r_002183 370370200 34 43
task_200904102259_0008_r_002184 370079300 35 44
task_200904102259_0008_r_002185 370750500 35 44
task_200904102259_0008_r_002186 370269500 36 44
task_200904102259_0008_r_002187 370391400 36 45
task_200904102259_0008_r_002188 370184600 34 43
task_200904102259_0008_r_002189 370542500 38 47
task_200904102259_0008_r_002190 370230600 33 41
task_200904102259_0008_r_002191 370596300 35 43
task_200904102259_0008_r_002192 370308300 36 45
task_200904102259_0008_r_002193 370170600 36 46
task_200904102259_0008_r_002194 370341800 35 43
task_200904102259_0008_r_002195 370419700 36 45
task_200904102259_0008_r_002196 370658400 36 48
task_200904102259_0008_r_002197 370449800 36 45
task_200904102259_0008_r_002198 370283800 35 47
task_200904102259_0008_r_002199 370507300 36 47
task_200904102259_0008_r_002200 370466700 36 45
task_200904102259_0008_r_002201 370290700 34 44
task_200904102259_0008_r_002202 370533000 36 45
task_200904102259_0008_r_002203 370270400 35 44
task_200904102259_0008_r_002204 370210000 35 44
task_200904102259_0008_r_002205 370439300 36 46
task_200904102259_0008_r_002206 370303500 35 44
task_200904102259_0008_r_002207 370175200 36 45
task_200904102259_0008_r_002208 370405200 36 45
task_200904102259_0008_r_002209 370010400 35 43
task_200904102259_0008_r_002210 370013700 35 44
task_200904102259_0008_r_002211 370250800 39 47
task_200904102259_0008_r_002212 370272500 35 45
task_200904102259_0008_r_002213 370533300 35 44
task_200904102259_0008_r_002214 370543200 35 44
task_200904102259_0008_r_002215 370328800 35 44
task_200904102259_0008_r_002216 370353300 35 44
task_200904102259_0008_r_002217 370249000 35 45
task_200904102259_0008_r_002218 370319000 36 45
task_200904102259_0008_r_002219 370092000 36 44
task_200904102259_0008_r_002220 370369500 36 49
task_200904102259_0008_r_002221 370735700 36 47
task_200904102259_0008_r_002222 370354100 36 46
task_200904102259_0008_r_002223 370299600 36 47
task_200904102259_0008_r_002224 370133300 36 44
task_200904102259_0008_r_002225 370251900 36 45
task_200904102259_0008_r_002226 370350200 36 45
task_200904102259_0008_r_002227 370399300 39 47
task_200904102259_0008_r_002228 370386000 36 44
task_200904102259_0008_r_002229 370307300 35 43
task_200904102259_0008_r_002230 370550400 36 45
task_200904102259_0008_r_002231 370576900 36 45
task_200904102259_0008_r_002232 370183600 35 46
task_200904102259_0008_r_002233 370313100 36 45
task_200904102259_0008_r_002234 370031600 39 47
task_200904102259_0008_r_002235 370438700 35 48
task_200904102259_0008_r_002236 370649400 36 44
task_200904102259_0008_r_002237 370090600 35 43
task_200904102259_0008_r_002238 370581300 36 45
task_200904102259_0008_r_002239 370328300 35 44
task_200904102259_0008_r_002240 370051700 36 44
task_200904102259_0008_r_002241 370412000 36 44
task_200904102259_0008_r_002242 370360800 36 45
task_200904102259_0008_r_002243 370309400 35 45
task_200904102259_0008_r_002244 370521700 35 44
task_200904102259_0008_r_002245 370357600 34 44
task_200904102259_0008_r_002246 370352700 36 45
task_200904102259_0008_r_002247 370765400 36 45
task_200904102259_0008_r_002248 370593300 36 46
task_200904102259_0008_r_002249 370366300 37 46
task_200904102259_0008_r_002250 370531400 36 45
task_200904102259_0008_r_002251 370276500 36 45
task_200904102259_0008_r_002252 370454100 35 45
task_200904102259_0008_r_002253 370182400 35 45
task_200904102259_0008_r_002254 370092300 35 45
task_200904102259_0008_r_002255 370410400 34 42
task_200904102259_0008_r_002256 370204600 36 44
task_200904102259_0008_r_002257 370390000 34 42
task_200904102259_0008_r_002258 370363400 35 44
task_200904102259_0008_r_002259 370428900 34 44
task_200904102259_0008_r_002260 370843800 35 44
task_200904102259_0008_r_002261 370521300 35 44
task_200904102259_0008_r_002262 370510600 35 45
task_200904102259_0008_r_002263 370099800 35 45
task_200904102259_0008_r_002264 370383800 36 44
task_200904102259_0008_r_002265 370392500 35 44
task_200904102259_0008_r_002266 370339200 35 43
task_200904102259_0008_r_002267 370335300 35 44
task_200904102259_0008_r_002268 370489000 39 48
task_200904102259_0008_r_002269 370201200 35 43
task_200904102259_0008_r_002270 370359700 35 45
task_200904102259_0008_r_002271 370622300 35 44
task_200904102259_0008_r_002272 370357400 36 46
task_200904102259_0008_r_002273 370438300 36 45
task_200904102259_0008_r_002274 370510600 35 44
task_200904102259_0008_r_002275 370517600 34 45
task_200904102259_0008_r_002276 369936600 39 47
task_200904102259_0008_r_002277 370194800 35 44
task_200904102259_0008_r_002278 370380200 36 44
task_200904102259_0008_r_002279 370486200 35 44
task_200904102259_0008_r_002280 370702500 35 43
task_200904102259_0008_r_002281 370109100 35 44
task_200904102259_0008_r_002282 370018400 36 44
task_200904102259_0008_r_002283 370405600 36 45
task_200904102259_0008_r_002284 370278600 36 45
task_200904102259_0008_r_002285 370284100 36 45
task_200904102259_0008_r_002286 370257900 35 45
task_200904102259_0008_r_002287 370467400 39 48
task_200904102259_0008_r_002288 370418400 38 46
task_200904102259_0008_r_002289 370402000 35 44
task_200904102259_0008_r_002290 370360400 35 43
task_200904102259_0008_r_002291 370328700 36 45
task_200904102259_0008_r_002292 370414400 36 44
task_200904102259_0008_r_002293 370381200 42 51
task_200904102259_0008_r_002294 370365700 35 44
task_200904102259_0008_r_002295 370685200 36 45
task_200904102259_0008_r_002296 370194600 34 43
task_200904102259_0008_r_002297 370453700 35 43
task_200904102259_0008_r_002298 370608300 35 44
task_200904102259_0008_r_002299 370200700 39 49
task_200904102259_0008_r_002300 370202900 36 47
task_200904102259_0008_r_002301 370354100 38 47
task_200904102259_0008_r_002302 370375200 36 44
task_200904102259_0008_r_002303 370419900 36 46
task_200904102259_0008_r_002304 370526900 36 44
task_200904102259_0008_r_002305 370172500 35 43
task_200904102259_0008_r_002306 370058600 36 46
task_200904102259_0008_r_002307 370624200 36 44
task_200904102259_0008_r_002308 370380700 36 46
task_200904102259_0008_r_002309 370253100 36 45
task_200904102259_0008_r_002310 370116100 35 44
task_200904102259_0008_r_002311 370378900 35 44
task_200904102259_0008_r_002312 370426500 36 45
task_200904102259_0008_r_002313 370340100 36 44
task_200904102259_0008_r_002314 370021000 34 43
task_200904102259_0008_r_002315 370143500 35 44
task_200904102259_0008_r_002316 370584600 36 45
task_200904102259_0008_r_002317 370512000 39 48
task_200904102259_0008_r_002318 370402400 36 44
task_200904102259_0008_r_002319 370421100 35 44
task_200904102259_0008_r_002320 370775000 40 48
task_200904102259_0008_r_002321 370503200 34 42
task_200904102259_0008_r_002322 370256400 36 44
task_200904102259_0008_r_002323 370258400 36 45
task_200904102259_0008_r_002324 370270600 36 45
task_200904102259_0008_r_002325 370347900 35 43
task_200904102259_0008_r_002326 370598800 35 42
task_200904102259_0008_r_002327 370133200 35 44
task_200904102259_0008_r_002328 370673100 36 50
task_200904102259_0008_r_002329 370524800 35 43
task_200904102259_0008_r_002330 370502900 36 45
task_200904102259_0008_r_002331 370488500 35 45
task_200904102259_0008_r_002332 370319000 35 44
task_200904102259_0008_r_002333 370739400 36 45
task_200904102259_0008_r_002334 370494700 36 45
task_200904102259_0008_r_002335 370268100 36 45
task_200904102259_0008_r_002336 370188500 36 45
task_200904102259_0008_r_002337 370364600 36 45
task_200904102259_0008_r_002338 370132400 35 46
task_200904102259_0008_r_002339 370823200 35 45
task_200904102259_0008_r_002340 369913100 36 45
task_200904102259_0008_r_002341 370402700 36 46
task_200904102259_0008_r_002342 369922500 35 44
task_200904102259_0008_r_002343 370382800 36 46
task_200904102259_0008_r_002344 370293500 36 46
task_200904102259_0008_r_002345 370482800 36 46
task_200904102259_0008_r_002346 370139100 36 46
task_200904102259_0008_r_002347 370268700 35 44
task_200904102259_0008_r_002348 370365000 36 45
task_200904102259_0008_r_002349 370441700 34 44
task_200904102259_0008_r_002350 370504400 36 45
task_200904102259_0008_r_002351 370466700 35 45
task_200904102259_0008_r_002352 370124700 36 45
task_200904102259_0008_r_002353 370642000 35 45
task_200904102259_0008_r_002354 370349900 35 45
task_200904102259_0008_r_002355 370602800 35 44
task_200904102259_0008_r_002356 370654100 36 45
task_200904102259_0008_r_002357 370484500 35 43
task_200904102259_0008_r_002358 370558400 36 49
task_200904102259_0008_r_002359 370351600 37 45
task_200904102259_0008_r_002360 370323200 35 43
task_200904102259_0008_r_002361 370669800 35 45
task_200904102259_0008_r_002362 370341300 34 44
task_200904102259_0008_r_002363 370434700 35 44
task_200904102259_0008_r_002364 370489600 35 43
task_200904102259_0008_r_002365 370439600 35 45
task_200904102259_0008_r_002366 370466800 36 46
task_200904102259_0008_r_002367 370438100 36 45
task_200904102259_0008_r_002368 370160400 35 45
task_200904102259_0008_r_002369 370207200 36 46
task_200904102259_0008_r_002370 370460200 35 46
task_200904102259_0008_r_002371 370158100 36 47
task_200904102259_0008_r_002372 370497000 36 45
task_200904102259_0008_r_002373 370210400 36 45
task_200904102259_0008_r_002374 370527400 35 44
task_200904102259_0008_r_002375 370042000 34 43
task_200904102259_0008_r_002376 370482300 33 43
task_200904102259_0008_r_002377 370144300 36 45
task_200904102259_0008_r_002378 370441200 35 44
task_200904102259_0008_r_002379 370050700 35 44
task_200904102259_0008_r_002380 370417200 34 43
task_200904102259_0008_r_002381 370221700 36 45
task_200904102259_0008_r_002382 370196000 35 44
task_200904102259_0008_r_002383 370300000 35 44
task_200904102259_0008_r_002384 370346400 38 46
task_200904102259_0008_r_002385 370488400 36 44
task_200904102259_0008_r_002386 370437700 35 45
task_200904102259_0008_r_002387 370143200 35 44
task_200904102259_0008_r_002388 370511000 36 46
task_200904102259_0008_r_002389 370477600 35 43
task_200904102259_0008_r_002390 370223500 35 45
task_200904102259_0008_r_002391 370079100 35 45
task_200904102259_0008_r_002392 370089200 35 46
task_200904102259_0008_r_002393 370178700 35 46
task_200904102259_0008_r_002394 370384800 36 46
task_200904102259_0008_r_002395 370297700 36 46
task_200904102259_0008_r_002396 370512900 37 45
task_200904102259_0008_r_002397 370546000 36 45
task_200904102259_0008_r_002398 370517500 35 44
task_200904102259_0008_r_002399 370414200 36 45
task_200904102259_0008_r_002400 370322500 35 45
task_200904102259_0008_r_002401 370420300 35 44
task_200904102259_0008_r_002402 370593400 35 45
task_200904102259_0008_r_002403 370487800 36 44
task_200904102259_0008_r_002404 370629900 36 45
task_200904102259_0008_r_002405 370710000 36 44
task_200904102259_0008_r_002406 370814200 35 43
task_200904102259_0008_r_002407 370607700 36 43
task_200904102259_0008_r_002408 369988500 36 44
task_200904102259_0008_r_002409 370429700 35 43
task_200904102259_0008_r_002410 370577300 36 44
task_200904102259_0008_r_002411 370133600 41 49
task_200904102259_0008_r_002412 370353000 36 44
task_200904102259_0008_r_002413 370269900 35 43
task_200904102259_0008_r_002414 370203800 36 44
task_200904102259_0008_r_002415 370370300 35 43
task_200904102259_0008_r_002416 370390900 36 45
task_200904102259_0008_r_002417 370605900 36 44
task_200904102259_0008_r_002418 370747100 35 43
task_200904102259_0008_r_002419 370598600 35 43
task_200904102259_0008_r_002420 370379100 35 46
task_200904102259_0008_r_002421 370399600 36 46
task_200904102259_0008_r_002422 370524200 36 46
